Destination,Currency,Subrate,Amount
Monaco (2020),SEK,Breakfast,-135.9
Monaco (2020),SEK,Lunch,-317.1
Monaco (2020),SEK,Dinner,-317.1
Mongoliet (2018),SEK,Normalbelopp,230
Mongoliet (2018),SEK,Breakfast,-34.5
Mongoliet (2018),SEK,Lunch,-80.5
Mongoliet (2018),SEK,Dinner,-80.5
Mongoliet (2019),SEK,Normalbelopp,280
Mongoliet (2019),SEK,Breakfast,-42
Mongoliet (2019),SEK,Lunch,-98
Mongoliet (2019),SEK,Dinner,-98
Mongoliet (2020),SEK,Normalbelopp,283
Mongoliet (2020),SEK,Breakfast,-42.45
Mongoliet (2020),SEK,Lunch,-99.05
Mongoliet (2020),SEK,Dinner,-99.05
Montenegro (2018),SEK,Normalbelopp,393
Montenegro (2018),SEK,Breakfast,-58.95
Montenegro (2018),SEK,Lunch,-137.55
Montenegro (2018),SEK,Dinner,-137.55
Montenegro (2019),SEK,Normalbelopp,423
Montenegro (2019),SEK,Breakfast,-63.45
Montenegro (2019),SEK,Lunch,-148.05
Montenegro (2019),SEK,Dinner,-148.05
Montenegro (2020),SEK,Normalbelopp,391
Montenegro (2020),SEK,Breakfast,-58.65
Montenegro (2020),SEK,Lunch,-136.85
Montenegro (2020),SEK,Dinner,-136.85
Myanmar (2018),SEK,Normalbelopp,315
Myanmar (2018),SEK,Breakfast,-47.25
Myanmar (2018),SEK,Lunch,-110.25
Myanmar (2018),SEK,Dinner,-110.25
Myanmar (2019),SEK,Normalbelopp,286
Myanmar (2019),SEK,Breakfast,-42.9
Myanmar (2019),SEK,Lunch,-100.1
Myanmar (2019),SEK,Dinner,-100.1
Myanmar (2020),SEK,Normalbelopp,318
Myanmar (2020),SEK,Breakfast,-47.7
Myanmar (2020),SEK,Lunch,-111.3
Myanmar (2020),SEK,Dinner,-111.3
Nederländerna (2018),SEK,Normalbelopp,554
Nederländerna (2018),SEK,Breakfast,-83.1
Nederländerna (2018),SEK,Lunch,-193.9
Nederländerna (2018),SEK,Dinner,-193.9
Nederländerna (2019),SEK,Normalbelopp,610
Nederländerna (2019),SEK,Breakfast,-91.5
Nederländerna (2019),SEK,Lunch,-213.5
Nederländerna (2019),SEK,Dinner,-213.5
Nederländerna (2020),SEK,Normalbelopp,648
Nederländerna (2020),SEK,Breakfast,-97.2
Nederländerna (2020),SEK,Lunch,-226.8
Nederländerna (2020),SEK,Dinner,-226.8
Nederländska Antillerna (2018),SEK,Normalbelopp,490
Nederländska Antillerna (2018),SEK,Breakfast,-73.5
Nederländska Antillerna (2018),SEK,Lunch,-171.5
Nederländska Antillerna (2018),SEK,Dinner,-171.5
Nederländska Antillerna (2019),SEK,Normalbelopp,544
Nederländska Antillerna (2019),SEK,Breakfast,-81.6
Nederländska Antillerna (2019),SEK,Lunch,-190.4
Nederländska Antillerna (2019),SEK,Dinner,-190.4
Nederländska Antillerna (2020),SEK,Normalbelopp,601
Nederländska Antillerna (2020),SEK,Breakfast,-90.15
Nederländska Antillerna (2020),SEK,Lunch,-210.35
Nederländska Antillerna (2020),SEK,Dinner,-210.35
Nepal (2018),SEK,Normalbelopp,268
Nepal (2018),SEK,Breakfast,-40.2
Nepal (2018),SEK,Lunch,-93.8
Nepal (2018),SEK,Dinner,-93.8
Nepal (2019),SEK,Normalbelopp,258
Nepal (2019),SEK,Breakfast,-38.7
Nepal (2019),SEK,Lunch,-90.3
Nepal (2019),SEK,Dinner,-90.3
Nepal (2020),SEK,Normalbelopp,287
Nepal (2020),SEK,Breakfast,-43.05
Nepal (2020),SEK,Lunch,-100.45
Nepal (2020),SEK,Dinner,-100.45
Nicaragua (2018),SEK,Normalbelopp,328
Nicaragua (2018),SEK,Breakfast,-49.2
Nicaragua (2018),SEK,Lunch,-114.8
Nicaragua (2018),SEK,Dinner,-114.8
Nicaragua (2019),SEK,Normalbelopp,334
Nicaragua (2019),SEK,Breakfast,-50.1
Nicaragua (2019),SEK,Lunch,-116.9
Nicaragua (2019),SEK,Dinner,-116.9
Nicaragua (2020),SEK,Normalbelopp,367
Nicaragua (2020),SEK,Breakfast,-55.05
Nicaragua (2020),SEK,Lunch,-128.45
Nicaragua (2020),SEK,Dinner,-128.45
Niger (2018),SEK,Normalbelopp,306
Niger (2018),SEK,Breakfast,-45.9
Niger (2018),SEK,Lunch,-107.1
Niger (2018),SEK,Dinner,-107.1
Niger (2019),SEK,Normalbelopp,339
Niger (2019),SEK,Breakfast,-50.85
Niger (2019),SEK,Lunch,-118.65
Niger (2019),SEK,Dinner,-118.65
Niger (2020),SEK,Normalbelopp,354
Niger (2020),SEK,Breakfast,-53.1
Niger (2020),SEK,Lunch,-123.9
Niger (2020),SEK,Dinner,-123.9
Nigeria (2018),SEK,Normalbelopp,418
Nigeria (2018),SEK,Breakfast,-62.7
Nigeria (2018),SEK,Lunch,-146.3
Nigeria (2018),SEK,Dinner,-146.3
Nigeria (2019),SEK,Normalbelopp,501
Nigeria (2019),SEK,Breakfast,-75.15
Nigeria (2019),SEK,Lunch,-175.35
Nigeria (2019),SEK,Dinner,-175.35
Nigeria (2020),SEK,Normalbelopp,549
Nigeria (2020),SEK,Breakfast,-82.35
Nigeria (2020),SEK,Lunch,-192.15
Nigeria (2020),SEK,Dinner,-192.15
Nordmakedonien - f.d. Makedonien (2020),SEK,Normalbelopp,327
Nordmakedonien - f.d. Makedonien (2020),SEK,Breakfast,-49.05
Nordmakedonien - f.d. Makedonien (2020),SEK,Lunch,-114.45
Nordmakedonien - f.d. Makedonien (2020),SEK,Dinner,-114.45
Norge (2018),SEK,Normalbelopp,823
Norge (2018),SEK,Breakfast,-123.45
Norge (2018),SEK,Lunch,-288.05
Norge (2018),SEK,Dinner,-288.05
Norge (2019),SEK,Normalbelopp,876
Norge (2019),SEK,Breakfast,-131.4
Norge (2019),SEK,Lunch,-306.6
Norge (2019),SEK,Dinner,-306.6
Norge (2020),SEK,Normalbelopp,893
Norge (2020),SEK,Breakfast,-133.95
Norge (2020),SEK,Lunch,-312.55
Norge (2020),SEK,Dinner,-312.55
Nya Zeeland (2018),SEK,Normalbelopp,538
Nya Zeeland (2018),SEK,Breakfast,-80.7
Nya Zeeland (2018),SEK,Lunch,-188.3
Nya Zeeland (2018),SEK,Dinner,-188.3
Nya Zeeland (2019),SEK,Normalbelopp,565
Nya Zeeland (2019),SEK,Breakfast,-84.75
Nya Zeeland (2019),SEK,Lunch,-197.75
Nya Zeeland (2019),SEK,Dinner,-197.75
Nya Zeeland (2020),SEK,Normalbelopp,585
Nya Zeeland (2020),SEK,Breakfast,-87.75
Nya Zeeland (2020),SEK,Lunch,-204.75
Nya Zeeland (2020),SEK,Dinner,-204.75
Oman (2018),SEK,Normalbelopp,685
Oman (2018),SEK,Breakfast,-102.75
Oman (2018),SEK,Lunch,-239.75
Oman (2018),SEK,Dinner,-239.75
Oman (2019),SEK,Normalbelopp,748
Oman (2019),SEK,Breakfast,-112.2
Oman (2019),SEK,Lunch,-261.8
Oman (2019),SEK,Dinner,-261.8
Oman (2020),SEK,Normalbelopp,777
Oman (2020),SEK,Breakfast,-116.55
Oman (2020),SEK,Lunch,-271.95
Oman (2020),SEK,Dinner,-271.95
Österrike (2018),SEK,Normalbelopp,583
Österrike (2018),SEK,Breakfast,-87.45
Österrike (2018),SEK,Lunch,-204.05
Österrike (2018),SEK,Dinner,-204.05
Österrike (2019),SEK,Normalbelopp,616
Österrike (2019),SEK,Breakfast,-92.4
Österrike (2019),SEK,Lunch,-215.6
Österrike (2019),SEK,Dinner,-215.6
Österrike (2020),SEK,Normalbelopp,641
Österrike (2020),SEK,Breakfast,-96.15
Österrike (2020),SEK,Lunch,-224.35
Österrike (2020),SEK,Dinner,-224.35
Övriga länder och områden (2018),SEK,Normalbelopp,357
Övriga länder och områden (2018),SEK,Breakfast,-53.55
Övriga länder och områden (2018),SEK,Lunch,-124.95
Övriga länder och områden (2018),SEK,Dinner,-124.95
Övriga länder och områden (2019),SEK,Normalbelopp,369
Övriga länder och områden (2019),SEK,Breakfast,-55.35
Övriga länder och områden (2019),SEK,Lunch,-129.15
Övriga länder och områden (2019),SEK,Dinner,-129.15
Övriga länder och områden (2020),SEK,Normalbelopp,392
Övriga länder och områden (2020),SEK,Breakfast,-58.8
Övriga länder och områden (2020),SEK,Lunch,-137.2
Övriga länder och områden (2020),SEK,Dinner,-137.2
Pakistan (2018),SEK,Normalbelopp,296
Pakistan (2018),SEK,Breakfast,-44.4
Pakistan (2018),SEK,Lunch,-103.6
Pakistan (2018),SEK,Dinner,-103.6
Pakistan (2019),SEK,Normalbelopp,230
Pakistan (2019),SEK,Breakfast,-34.5
Pakistan (2019),SEK,Lunch,-80.5
Pakistan (2019),SEK,Dinner,-80.5
Pakistan (2020),SEK,Normalbelopp,240
Pakistan (2020),SEK,Breakfast,-36
Pakistan (2020),SEK,Lunch,-84
Pakistan (2020),SEK,Dinner,-84
Panama (2018),SEK,Normalbelopp,444
Panama (2018),SEK,Breakfast,-66.6
Panama (2018),SEK,Lunch,-155.4
Panama (2018),SEK,Dinner,-155.4
Panama (2019),SEK,Normalbelopp,505
Panama (2019),SEK,Breakfast,-75.75
Panama (2019),SEK,Lunch,-176.75
Panama (2019),SEK,Dinner,-176.75
Panama (2020),SEK,Normalbelopp,564
Panama (2020),SEK,Breakfast,-84.6
Panama (2020),SEK,Lunch,-197.4
Panama (2020),SEK,Dinner,-197.4
Papua Nya Guinea (2018),SEK,Normalbelopp,452
Papua Nya Guinea (2018),SEK,Breakfast,-67.8
Papua Nya Guinea (2018),SEK,Lunch,-158.2
Papua Nya Guinea (2018),SEK,Dinner,-158.2
Papua Nya Guinea (2019),SEK,Normalbelopp,487
Papua Nya Guinea (2019),SEK,Breakfast,-73.05
Papua Nya Guinea (2019),SEK,Lunch,-170.45
Papua Nya Guinea (2019),SEK,Dinner,-170.45
Papua Nya Guinea (2020),SEK,Normalbelopp,515
Papua Nya Guinea (2020),SEK,Breakfast,-77.25
Papua Nya Guinea (2020),SEK,Lunch,-180.25
Papua Nya Guinea (2020),SEK,Dinner,-180.25
Paraguay (2018),SEK,Normalbelopp,298
Paraguay (2018),SEK,Breakfast,-44.7
Paraguay (2018),SEK,Lunch,-104.3
Paraguay (2018),SEK,Dinner,-104.3
Paraguay (2019),SEK,Normalbelopp,316
Paraguay (2019),SEK,Breakfast,-47.4
Paraguay (2019),SEK,Lunch,-110.6
Paraguay (2019),SEK,Dinner,-110.6
Paraguay (2020),SEK,Normalbelopp,314
Paraguay (2020),SEK,Breakfast,-47.1
Paraguay (2020),SEK,Lunch,-109.9
Paraguay (2020),SEK,Dinner,-109.9
Peru (2018),SEK,Normalbelopp,457
Peru (2018),SEK,Breakfast,-68.55
Peru (2018),SEK,Lunch,-159.95
Peru (2018),SEK,Dinner,-159.95
Peru (2019),SEK,Normalbelopp,481
Peru (2019),SEK,Breakfast,-72.15
Peru (2019),SEK,Lunch,-168.35
Peru (2019),SEK,Dinner,-168.35
Peru (2020),SEK,Normalbelopp,511
Peru (2020),SEK,Breakfast,-76.65
Peru (2020),SEK,Lunch,-178.85
Peru (2020),SEK,Dinner,-178.85
Polen (2018),SEK,Normalbelopp,411
Polen (2018),SEK,Breakfast,-61.65
Polen (2018),SEK,Lunch,-143.85
Polen (2018),SEK,Dinner,-143.85
Polen (2019),SEK,Normalbelopp,436
Polen (2019),SEK,Breakfast,-65.4
Polen (2019),SEK,Lunch,-152.6
Polen (2019),SEK,Dinner,-152.6
Polen (2020),SEK,Normalbelopp,461
Polen (2020),SEK,Breakfast,-69.15
Polen (2020),SEK,Lunch,-161.35
Polen (2020),SEK,Dinner,-161.35
Portugal (2018),SEK,Normalbelopp,432
Portugal (2018),SEK,Breakfast,-64.8
Portugal (2018),SEK,Lunch,-151.2
Portugal (2018),SEK,Dinner,-151.2
Portugal (2019),SEK,Normalbelopp,461
Portugal (2019),SEK,Breakfast,-69.15
Portugal (2019),SEK,Lunch,-161.35
Portugal (2019),SEK,Dinner,-161.35
Portugal (2020),SEK,Normalbelopp,486
Portugal (2020),SEK,Breakfast,-72.9
Portugal (2020),SEK,Lunch,-170.1
Portugal (2020),SEK,Dinner,-170.1
Puerto Rico (2018),SEK,Normalbelopp,689
Puerto Rico (2018),SEK,Breakfast,-103.35
Puerto Rico (2018),SEK,Lunch,-241.15
Puerto Rico (2018),SEK,Dinner,-241.15
Puerto Rico (2019),SEK,Normalbelopp,762
Puerto Rico (2019),SEK,Breakfast,-114.3
Puerto Rico (2019),SEK,Lunch,-266.7
Puerto Rico (2019),SEK,Dinner,-266.7
Puerto Rico (2020),SEK,Normalbelopp,851
Puerto Rico (2020),SEK,Breakfast,-127.65
Puerto Rico (2020),SEK,Lunch,-297.85
Puerto Rico (2020),SEK,Dinner,-297.85
Qatar (2018),SEK,Normalbelopp,645
Qatar (2018),SEK,Breakfast,-96.75
Qatar (2018),SEK,Lunch,-225.75
Qatar (2018),SEK,Dinner,-225.75
Qatar (2019),SEK,Normalbelopp,716
Qatar (2019),SEK,Breakfast,-107.4
Qatar (2019),SEK,Lunch,-250.6
Qatar (2019),SEK,Dinner,-250.6
Qatar (2020),SEK,Normalbelopp,766
Qatar (2020),SEK,Breakfast,-114.9
Qatar (2020),SEK,Lunch,-268.1
Qatar (2020),SEK,Dinner,-268.1
Rumänien (2018),SEK,Normalbelopp,312
Rumänien (2018),SEK,Breakfast,-46.8
Rumänien (2018),SEK,Lunch,-109.2
Rumänien (2018),SEK,Dinner,-109.2
Rumänien (2019),SEK,Normalbelopp,332
Rumänien (2019),SEK,Breakfast,-49.8
Rumänien (2019),SEK,Lunch,-116.2
Rumänien (2019),SEK,Dinner,-116.2
Rumänien (2020),SEK,Normalbelopp,337
Rumänien (2020),SEK,Breakfast,-50.55
Rumänien (2020),SEK,Lunch,-117.95
Rumänien (2020),SEK,Dinner,-117.95
Rwanda (2018),SEK,Normalbelopp,296
Rwanda (2018),SEK,Breakfast,-44.4
Rwanda (2018),SEK,Lunch,-103.6
Rwanda (2018),SEK,Dinner,-103.6
Rwanda (2019),SEK,Normalbelopp,333
Rwanda (2019),SEK,Breakfast,-49.95
Rwanda (2019),SEK,Lunch,-116.55
Rwanda (2019),SEK,Dinner,-116.55
Rwanda (2020),SEK,Normalbelopp,332
Rwanda (2020),SEK,Breakfast,-49.8
Rwanda (2020),SEK,Lunch,-116.2
Rwanda (2020),SEK,Dinner,-116.2
Ryssland (2018),SEK,Normalbelopp,470
Ryssland (2018),SEK,Breakfast,-70.5
Ryssland (2018),SEK,Lunch,-164.5
Ryssland (2018),SEK,Dinner,-164.5
Ryssland (2019),SEK,Normalbelopp,455
Ryssland (2019),SEK,Breakfast,-68.25
Ryssland (2019),SEK,Lunch,-159.25
Ryssland (2019),SEK,Dinner,-159.25
Ryssland (2020),SEK,Normalbelopp,520
Ryssland (2020),SEK,Breakfast,-78
Ryssland (2020),SEK,Lunch,-182
Ryssland (2020),SEK,Dinner,-182
Saint Lucia (2018),SEK,Normalbelopp,524
Saint Lucia (2018),SEK,Breakfast,-78.6
Saint Lucia (2018),SEK,Lunch,-183.4
Saint Lucia (2018),SEK,Dinner,-183.4
Saint Lucia (2019),SEK,Normalbelopp,555
Saint Lucia (2019),SEK,Breakfast,-83.25
Saint Lucia (2019),SEK,Lunch,-194.25
Saint Lucia (2019),SEK,Dinner,-194.25
Saint Lucia (2020),SEK,Normalbelopp,573
Saint Lucia (2020),SEK,Breakfast,-85.95
Saint Lucia (2020),SEK,Lunch,-200.55
Saint Lucia (2020),SEK,Dinner,-200.55
Saint Vincent och Grenadinerna (2018),SEK,Normalbelopp,460
Saint Vincent och Grenadinerna (2018),SEK,Breakfast,-69
Saint Vincent och Grenadinerna (2018),SEK,Lunch,-161
Saint Vincent och Grenadinerna (2018),SEK,Dinner,-161
Saint Vincent och Grenadinerna (2019),SEK,Normalbelopp,502
Saint Vincent och Grenadinerna (2019),SEK,Breakfast,-75.3
Saint Vincent och Grenadinerna (2019),SEK,Lunch,-175.7
Saint Vincent och Grenadinerna (2019),SEK,Dinner,-175.7
Saint Vincent och Grenadinerna (2020),SEK,Normalbelopp,516
Saint Vincent och Grenadinerna (2020),SEK,Breakfast,-77.4
Saint Vincent och Grenadinerna (2020),SEK,Lunch,-180.6
Saint Vincent och Grenadinerna (2020),SEK,Dinner,-180.6
Samoa - Självständiga staten (2018),SEK,Normalbelopp,479
Samoa - Självständiga staten (2018),SEK,Breakfast,-71.85
Samoa - Självständiga staten (2018),SEK,Lunch,-167.65
Samoa - Självständiga staten (2018),SEK,Dinner,-167.65
Samoa - Självständiga staten (2019),SEK,Normalbelopp,513
Samoa - Självständiga staten (2019),SEK,Breakfast,-76.95
Samoa - Självständiga staten (2019),SEK,Lunch,-179.55
Samoa - Självständiga staten (2019),SEK,Dinner,-179.55
Samoa - Självständiga staten (2020),SEK,Normalbelopp,572
Samoa - Självständiga staten (2020),SEK,Breakfast,-85.8
Samoa - Självständiga staten (2020),SEK,Lunch,-200.2
Samoa - Självständiga staten (2020),SEK,Dinner,-200.2
San Marino (2018),SEK,Normalbelopp,540
San Marino (2018),SEK,Breakfast,-81
San Marino (2018),SEK,Lunch,-189
San Marino (2018),SEK,Dinner,-189
San Marino (2019),SEK,Normalbelopp,590
San Marino (2019),SEK,Breakfast,-88.5
San Marino (2019),SEK,Lunch,-206.5
San Marino (2019),SEK,Dinner,-206.5
San Marino (2020),SEK,Normalbelopp,627
San Marino (2020),SEK,Breakfast,-94.05
San Marino (2020),SEK,Lunch,-219.45
San Marino (2020),SEK,Dinner,-219.45
Saudiarabien (2018),SEK,Normalbelopp,568
Saudiarabien (2018),SEK,Breakfast,-85.2
Saudiarabien (2018),SEK,Lunch,-198.8
Saudiarabien (2018),SEK,Dinner,-198.8
Saudiarabien (2019),SEK,Normalbelopp,652
Saudiarabien (2019),SEK,Breakfast,-97.8
Saudiarabien (2019),SEK,Lunch,-228.2
Saudiarabien (2019),SEK,Dinner,-228.2
Saudiarabien (2020),SEK,Normalbelopp,742
Saudiarabien (2020),SEK,Breakfast,-111.3
Saudiarabien (2020),SEK,Lunch,-259.7
Saudiarabien (2020),SEK,Dinner,-259.7
Schweiz (2018),SEK,Normalbelopp,819
Schweiz (2018),SEK,Breakfast,-122.85
Schweiz (2018),SEK,Lunch,-286.65
Schweiz (2018),SEK,Dinner,-286.65
Schweiz (2019),SEK,Normalbelopp,888
Schweiz (2019),SEK,Breakfast,-133.2
Schweiz (2019),SEK,Lunch,-310.8
Schweiz (2019),SEK,Dinner,-310.8
Schweiz (2020),SEK,Normalbelopp,979
Schweiz (2020),SEK,Breakfast,-146.85
Schweiz (2020),SEK,Lunch,-342.65
Schweiz (2020),SEK,Dinner,-342.65
Senegal (2018),SEK,Normalbelopp,511
Senegal (2018),SEK,Breakfast,-76.65
Senegal (2018),SEK,Lunch,-178.85
Senegal (2018),SEK,Dinner,-178.85
Senegal (2019),SEK,Normalbelopp,539
Senegal (2019),SEK,Breakfast,-80.85
Senegal (2019),SEK,Lunch,-188.65
Senegal (2019),SEK,Dinner,-188.65
Senegal (2020),SEK,Normalbelopp,563
Senegal (2020),SEK,Breakfast,-84.45
Senegal (2020),SEK,Lunch,-197.05
Senegal (2020),SEK,Dinner,-197.05
Serbien (2018),SEK,Normalbelopp,362
Serbien (2018),SEK,Breakfast,-54.3
Serbien (2018),SEK,Lunch,-126.7
Serbien (2018),SEK,Dinner,-126.7
Serbien (2019),SEK,Normalbelopp,388
Serbien (2019),SEK,Breakfast,-58.2
Serbien (2019),SEK,Lunch,-135.8
Serbien (2019),SEK,Dinner,-135.8
Serbien (2020),SEK,Normalbelopp,395
Serbien (2020),SEK,Breakfast,-59.25
Serbien (2020),SEK,Lunch,-138.25
Serbien (2020),SEK,Dinner,-138.25
Seychellerna (2018),SEK,Normalbelopp,542
Seychellerna (2018),SEK,Breakfast,-81.3
Seychellerna (2018),SEK,Lunch,-189.7
Seychellerna (2018),SEK,Dinner,-189.7
Seychellerna (2019),SEK,Normalbelopp,620
Seychellerna (2019),SEK,Breakfast,-93
Seychellerna (2019),SEK,Lunch,-217
Seychellerna (2019),SEK,Dinner,-217
Seychellerna (2020),SEK,Normalbelopp,696
Seychellerna (2020),SEK,Breakfast,-104.4
Seychellerna (2020),SEK,Lunch,-243.6
Seychellerna (2020),SEK,Dinner,-243.6
Sierra Leone (2018),SEK,Normalbelopp,287
Sierra Leone (2018),SEK,Breakfast,-43.05
Sierra Leone (2018),SEK,Lunch,-100.45
Sierra Leone (2018),SEK,Dinner,-100.45
Sierra Leone (2019),SEK,Normalbelopp,328
Sierra Leone (2019),SEK,Breakfast,-49.2
Sierra Leone (2019),SEK,Lunch,-114.8
Sierra Leone (2019),SEK,Dinner,-114.8
Sierra Leone (2020),SEK,Normalbelopp,351
Sierra Leone (2020),SEK,Breakfast,-52.65
Sierra Leone (2020),SEK,Lunch,-122.85
Sierra Leone (2020),SEK,Dinner,-122.85
Singapore (2018),SEK,Normalbelopp,576
Singapore (2018),SEK,Breakfast,-86.4
Singapore (2018),SEK,Lunch,-201.6
Singapore (2018),SEK,Dinner,-201.6
Singapore (2019),SEK,Normalbelopp,632
Singapore (2019),SEK,Breakfast,-94.8
Singapore (2019),SEK,Lunch,-221.2
Singapore (2019),SEK,Dinner,-221.2
Singapore (2020),SEK,Normalbelopp,690
Singapore (2020),SEK,Breakfast,-103.5
Singapore (2020),SEK,Lunch,-241.5
Singapore (2020),SEK,Dinner,-241.5
Slovakien (2018),SEK,Normalbelopp,451
Slovakien (2018),SEK,Breakfast,-67.65
Slovakien (2018),SEK,Lunch,-157.85
Slovakien (2018),SEK,Dinner,-157.85
Slovakien (2019),SEK,Normalbelopp,479
Slovakien (2019),SEK,Breakfast,-71.85
Slovakien (2019),SEK,Lunch,-167.65
Slovakien (2019),SEK,Dinner,-167.65
Slovakien (2020),SEK,Normalbelopp,519
Slovakien (2020),SEK,Breakfast,-77.85
Slovakien (2020),SEK,Lunch,-181.65
Slovakien (2020),SEK,Dinner,-181.65
Slovenien (2018),SEK,Normalbelopp,463
Slovenien (2018),SEK,Breakfast,-69.45
Slovenien (2018),SEK,Lunch,-162.05
Slovenien (2018),SEK,Dinner,-162.05
Slovenien (2019),SEK,Normalbelopp,503
Slovenien (2019),SEK,Breakfast,-75.45
Slovenien (2019),SEK,Lunch,-176.05
Slovenien (2019),SEK,Dinner,-176.05
Slovenien (2020),SEK,Normalbelopp,529
Slovenien (2020),SEK,Breakfast,-79.35
Slovenien (2020),SEK,Lunch,-185.15
Slovenien (2020),SEK,Dinner,-185.15
Spanien (2018),SEK,Normalbelopp,513
Spanien (2018),SEK,Breakfast,-76.95
Spanien (2018),SEK,Lunch,-179.55
Spanien (2018),SEK,Dinner,-179.55
Spanien (2019),SEK,Normalbelopp,558
Spanien (2019),SEK,Breakfast,-83.7
Spanien (2019),SEK,Lunch,-195.3
Spanien (2019),SEK,Dinner,-195.3
Spanien (2020),SEK,Normalbelopp,615
Spanien (2020),SEK,Breakfast,-92.25
Spanien (2020),SEK,Lunch,-215.25
Spanien (2020),SEK,Dinner,-215.25
Sri Lanka (2018),SEK,Normalbelopp,283
Sri Lanka (2018),SEK,Breakfast,-42.45
Sri Lanka (2018),SEK,Lunch,-99.05
Sri Lanka (2018),SEK,Dinner,-99.05
Sri Lanka (2019),SEK,Normalbelopp,263
Sri Lanka (2019),SEK,Breakfast,-39.45
Sri Lanka (2019),SEK,Lunch,-92.05
Sri Lanka (2019),SEK,Dinner,-92.05
Sri Lanka (2020),SEK,Normalbelopp,272
Sri Lanka (2020),SEK,Breakfast,-40.8
Sri Lanka (2020),SEK,Lunch,-95.2
Sri Lanka (2020),SEK,Dinner,-95.2
Storbritannien och Nordirland (2018),SEK,Normalbelopp,655
Storbritannien och Nordirland (2018),SEK,Breakfast,-98.25
Storbritannien och Nordirland (2018),SEK,Lunch,-229.25
Storbritannien och Nordirland (2018),SEK,Dinner,-229.25
Storbritannien och Nordirland (2019),SEK,Normalbelopp,689
Storbritannien och Nordirland (2019),SEK,Breakfast,-103.35
Storbritannien och Nordirland (2019),SEK,Lunch,-241.15
Storbritannien och Nordirland (2019),SEK,Dinner,-241.15
Storbritannien och Nordirland (2020),SEK,Normalbelopp,746
Storbritannien och Nordirland (2020),SEK,Breakfast,-111.9
Storbritannien och Nordirland (2020),SEK,Lunch,-261.1
Storbritannien och Nordirland (2020),SEK,Dinner,-261.1
Sudan (2018),SEK,Normalbelopp,507
Sudan (2018),SEK,Breakfast,-76.05
Sudan (2018),SEK,Lunch,-177.45
Sudan (2018),SEK,Dinner,-177.45
Sudan (2019),SEK,Normalbelopp,230
Sudan (2019),SEK,Breakfast,-34.5
Sudan (2019),SEK,Lunch,-80.5
Sudan (2019),SEK,Dinner,-80.5
Sudan (2020),SEK,Normalbelopp,240
Sudan (2020),SEK,Breakfast,-36
Sudan (2020),SEK,Lunch,-84
Sudan (2020),SEK,Dinner,-84
Swaziland (2018),SEK,Normalbelopp,230
Swaziland (2018),SEK,Breakfast,-34.5
Swaziland (2018),SEK,Lunch,-80.5
Swaziland (2018),SEK,Dinner,-80.5
Swaziland (2019),SEK,Normalbelopp,230
Swaziland (2019),SEK,Breakfast,-34.5
Swaziland (2019),SEK,Lunch,-80.5
Swaziland (2019),SEK,Dinner,-80.5
Swaziland (2020),SEK,Normalbelopp,240
Swaziland (2020),SEK,Breakfast,-36
Swaziland (2020),SEK,Lunch,-84
Swaziland (2020),SEK,Dinner,-84
Sydafrika (2018),SEK,Normalbelopp,249
Sydafrika (2018),SEK,Breakfast,-37.35
Sydafrika (2018),SEK,Lunch,-87.15
Sydafrika (2018),SEK,Dinner,-87.15
Sydafrika (2019),SEK,Normalbelopp,262
Sydafrika (2019),SEK,Breakfast,-39.3
Sydafrika (2019),SEK,Lunch,-91.7
Sydafrika (2019),SEK,Dinner,-91.7
Sydafrika (2020),SEK,Normalbelopp,286
Sydafrika (2020),SEK,Breakfast,-42.9
Sydafrika (2020),SEK,Lunch,-100.1
Sydafrika (2020),SEK,Dinner,-100.1
Sydkorea (2018),SEK,Normalbelopp,624
Sydkorea (2018),SEK,Breakfast,-93.6
Sydkorea (2018),SEK,Lunch,-218.4
Sydkorea (2018),SEK,Dinner,-218.4
Sydkorea (2019),SEK,Normalbelopp,675
Sydkorea (2019),SEK,Breakfast,-101.25
Sydkorea (2019),SEK,Lunch,-236.25
Sydkorea (2019),SEK,Dinner,-236.25
Sydkorea (2020),SEK,Normalbelopp,696
Sydkorea (2020),SEK,Breakfast,-104.4
Sydkorea (2020),SEK,Lunch,-243.6
Sydkorea (2020),SEK,Dinner,-243.6
Taiwan (2018),SEK,Normalbelopp,465
Taiwan (2018),SEK,Breakfast,-69.75
Taiwan (2018),SEK,Lunch,-162.75
Taiwan (2018),SEK,Dinner,-162.75
Taiwan (2019),SEK,Normalbelopp,505
Taiwan (2019),SEK,Breakfast,-75.75
Taiwan (2019),SEK,Lunch,-176.75
Taiwan (2019),SEK,Dinner,-176.75
Taiwan (2020),SEK,Normalbelopp,546
Taiwan (2020),SEK,Breakfast,-81.9
Taiwan (2020),SEK,Lunch,-191.1
Taiwan (2020),SEK,Dinner,-191.1
Tanzania (2018),SEK,Normalbelopp,328
Tanzania (2018),SEK,Breakfast,-49.2
Tanzania (2018),SEK,Lunch,-114.8
Tanzania (2018),SEK,Dinner,-114.8
Tanzania (2019),SEK,Normalbelopp,349
Tanzania (2019),SEK,Breakfast,-52.35
Tanzania (2019),SEK,Lunch,-122.15
Tanzania (2019),SEK,Dinner,-122.15
Tanzania (2020),SEK,Normalbelopp,360
Tanzania (2020),SEK,Breakfast,-54
Tanzania (2020),SEK,Lunch,-126
Tanzania (2020),SEK,Dinner,-126
